我的糖尿病该咋治	吃饭容易出汗是不是糖尿病前兆	0.0
糖尿病患者，头晕低烧是怎么回事	孕期糖尿病血糖特别高	0.0
高血压病人可以补钙吗	孕妇高血压怎么办！	0.0
最近眼睛不舒服。和糖尿病有关系吗	糖尿病对眼睛有什么影响吗？	1.0
高血压喝蜂王浆有依赖性吗	有高血压可以喝蜂蜜水	1.0
我想问下糖尿病可以吃什么中药	您好李医生，请问糖尿病患者可以去旅游吗	0.0
糖尿病吃哪种药副作用少	II型糖尿病吃什么样的药副作用小？效果好点、	1.0
糖尿病人可以做药物流产吗	糖尿病患者能吃口服流产药吗	1.0
如果我得了2型糖尿病，那么我的子女会遗传吗?	二型糖尿病遗传几率	1.0
糖尿病人如何保健	糖尿病酮症护理措施	1.0
糖尿病患者，肾上有三个加号，能治疗吗？	葡萄糖7.5是糖尿病吗	0.0
糖尿病都有那些并发症	糖尿病，痛风，高血压，高血脂应如何治疗？	0.0
那我在地铁做安保，有乙肝可以办健康证吗	乙肝在沙井人民医院可以办健康证	1.0
2型糖尿病男人可以要孩子按吗	男的糖尿病能生孩子吗	0.0
孕妇糖耐量受损就是糖尿病吗？	是不是妊娠期糖尿病	1.0
有糖尿病家族史，我会被遗传吗？	糖尿病家族史一定会遗传吗	1.0
乳房有肿块是不是乳腺癌	岁自摸乳房有肿块而且双侧腋窝发痒是不是乳腺癌	1.0
1型糖尿病会引起什么并发症和并发疾病？	一型糖尿病会有什么并发症	1.0
爸得糖尿病好多年现在又查出血脂稠怎么治疗	糖尿病人如何降血脂吃什么降脂药	1.0
糖尿病不可以性生活吗	糖尿病能过性生活嘛	1.0
犯糖尿病3年，近期胸闷气紧，请问：是什么原因，用什么药治。	糖尿病人胸闷，流汗是怎么回事？	1.0
高血压引起血栓的调理	老人患有糖尿病，高血压，脑梗塞，血栓能治疗膀胱癌吗	0.0
怎么知道自己是否得了艾滋病	怎样才知道自己是否得了艾滋病	1.0
怎么样用试纸检糖尿病	糖尿病要在什么情况下打胰岛素？	0.0
口交kj会传染aids吗	和男同志口交过大约口交半分钟如果他有艾滋病是否会传染给我	1.0
糖尿病者为什么会全身无力?	糖尿病为什么会出现乏力	1.0
口交如何传染艾滋病	口交容易传染艾滋病么	1.0
尿液有甜味能确定是糖尿病吗	糖尿病的尿为什么会是甜的？	1.0
糖尿病引起的便秘怎么办	保健品真的可以治糖尿病吗	0.0
治疗慢性乙肝吃西药好还是中药好	黄疸肝炎也属于乙肝吗	0.0
如何判断自己是否为糖尿病高危人群？	测糖耐量空腹能喝水吗	0.0
糖尿病能和拼甲亢吗	糖尿病，激素高，尿蛋白高怎么回事啊？	0.0
钞票是否会传染艾滋病	无套kj会传染艾滋病吗	0.0
艾滋病可以通过口交传染吗	口交可以传染艾滋病吗	1.0
高血压会导致眼睛看不见吗？	高血压会引起眼睛看不见吗	1.0
糖尿病肾病能吃三七粉吗	糖尿病人能喝牛尾汤吗	0.0
顽固性高血压什么药	顽固性高血压治疗特效药物	1.0
尖锐湿疣会引发艾滋病吗	尖锐湿疣和艾滋病有什么区别血液检测多久	0.0
糖尿病，痛风，高血压，高血脂应如何治疗？	高血压还患有痛风如何治疗？	1.0
糖尿病人要怎样控制血糖	糖尿病血糖14.4要怎么能降下来	1.0
为什么最近几年乳腺癌的发病率逐年提高呢	哪些人群乳腺癌发病率高	0.0
我经常口渴，一定是糖尿病吗	早上起来感到口渴是糖尿病吗	1.0
艾可拓的注意事项	糖尿病的注意事项？	1.0
无套口交会感染hiv吗	dtxj会感染hiv吗	0.0
糖尿病人吃药后低血糖反应怎么办	糖尿病饮食指南下载	0.0
糖尿病有遗传多少代	糖尿病会遗传？	1.0
糖尿病高血压能吃奶粉吗	糖尿病人需注意事项	0.0
我妈是高血压患者，药的品种吃的很多，前一阵一到晚上就盗汗，而且很多，是什么原因	高血压三年脉搏85一120之间，吃饭时头部爱出汗是怎么回事？求解答	1.0
糖尿病人能喝含蔗糖的保健品口服液吗？	糖尿病能三七粉吗	1.0
吃很多糖会得糖尿病吗	糖尿病人吃什么保健品好，谢谢。	0.0
乳腺癌的硬块和乳腺增生的硬块有什么区别	我乳房有硬块是不是乳腺癌呢	0.0
乙肝可以献血吗	以前献过血，现在有可能是乙肝病毒携带者吗	0.0
糖尿病神经病变患者饮食上有何注意事项？	糖尿病人的饮食主要能吃什么	0.0
请问糖尿病脊髓病变有什么症状	高血压糖尿病有什么症状	0.0
孕妇高血压高血脂要注意什么？高血压高血脂怎么办？	高血压吃什么药好。	0.0
糖尿病的日常注意事项	糖尿病人的养生	1.0
乳腺癌骨转移可以吃止疼药吗	乳腺癌的患者疼痛怎么办？	0.0
乳腺癌转移扩散还能活多久	乳腺癌切除胸部后还能活多久？	0.0
糖尿病神经病变饮食	糖尿病神经病变患者饮食上有何注意事项？	1.0
孕期糖尿病不打胰岛素行吗	妊娠糖尿病要打胰岛素吗	1.0
糖尿病酮症酸中毒护理措施	现在糖尿病可以办理特病吗	0.0
糖尿病会导致记忆快速减退吗、？	肥胖人容易得糖尿病吗	0.0
乳腺癌转移淋巴结能治愈吗癌	乳腺癌3a级淋巴结已经转移还能治好吗?病	1.0
糖尿病人如何蛋白质补充	糖尿病人如何补充蛋白质	1.0
二型糖尿病打胰岛素会否产生依赖性	糖尿病患者长期注射胰岛素会产生依赖性吗？	1.0
女，38岁，血糖6.36，是糖尿病吗？	我是糖尿病患者，请问苦瓜桑叶片能治好糖	0.0
我是糖尿病人空腹10，6应该打多少胰岛素	糖尿病人能熬夜么	0.0
糖尿病引起的白内障一定要手术吗	请问：糖尿病人做完白内障手术后最好吃什么？	1.0
糖尿病人如何进行自我管理	糖尿病人吃什么最好	0.0
乳腺癌脑转移的患者能活多久	乳腺癌患者最多可活多久	0.0
乙肝的早期症状有哪些	我接触过乙肝病人的唾液，会感染给我吗	0.0
糖尿病如何预防低血糖的发生	糖尿病和高血压的预防和治疗？	0.0
成都康乐大药房在哪里有卖长秀霖胰岛素	喝红豆薏米粥对糖尿病人好么	0.0
糖尿病怎样治疗比较好	糖尿病引发视力下降，怎么办啊。	0.0
医生你好我外公今年六十一岁有高血压高血脂高血糖现在血压不高了但血脂血糖还高可以喝蜂蜜水吗？	高血压伴有脂肪肝如何治疗	0.0
糖尿病视力下降严重怎么办	糖尿病人吃什么对眼睛好	0.0
糖尿病伴有高血脂，高血压如何合理用药？	空腹血糖多高算糖尿病	0.0
为什么糖尿病人羊水多	为什么糖尿病合并妊娠会羊水过多	1.0
高血压引起眼底出血黄斑水肿如何治疗	请问老年人高血压怎么治疗，谢谢！	0.0
糖尿病治疗费大概多少	糖尿病治好需要多少钱	1.0
妈妈有糖尿病，可以吃深海鱼油吗？一天两	有糖尿病能吃三七粉吗	1.0
医学上有乙肝小二阳吗	同学有乙肝，上大学有影响吗。快快快	0.0
血脂高总胆固醇高血压低怎么办	高血压男性吃什么好	0.0
喝饮料会影响尿糖检测吗	糖尿病引起代酸的原因和机制	0.0
有糖尿病的人可不可以吃菠萝?	糖尿病人吃菠萝好吗	1.0
父亲有糖尿病，会遗传么，急	糖尿病会遗传给下一代吗?	1.0
纤维瘤会导致乳腺癌吗	纤维瘤跟乳腺癌有区别吗	0.0
治疗糖尿病肾病的中成药有哪些	治疗糖尿病人的早泄有哪些中成药，有肾阴虚	1.0
腋下淋巴结肿大是艾滋病吗	我的下颌左淋巴结略肿大跟艾滋病有关系么	0.0
糖尿病患者皮肤伤口难以愈合的原因	糖耐量异常生活方式要注意什么	0.0
一型糖尿病并发症吗	Ⅰ型糖尿病的所有并发症有哪些？	1.0
乙肝表面抗体阳性、乙肝核心抗体阳性是什	乙肝核心抗体阳性是什么意思会传染吗	0.0
我是糖尿病前兆吗？	糖尿病有什么前兆	1.0
渭南乙肝疫苗多少钱	能否注射乙肝疫苗注射几针	1.0
葡萄糖7.69是糖尿病吗	空腹葡萄糖10是糖尿病吗	1.0
丰胸会引发乳腺癌吗	劣质丰胸膏会导致乳腺癌吗？	1.0
纹身会不会感染艾滋	我很紧张纹身是否会感染艾滋病	1.0
糖尿病人能喝咖啡吗？	糖尿病酮症酸中毒是怎么回事？	0.0
乳房有肿块是不是乳腺癌	乳房有肿块是不是乳腺疾病乳腺癌？	1.0
长期哮喘引发肺心病高血压至心衰怎么办	有肺心病高血压，身体肿胀什么原因	0.0
糖尿病眼睛会失明吗	糖尿病患者过夫妻生活时病情会否传染	0.0
乳腺癌会死吗	得乳腺癌会死吗治疗多少钱	0.0
请问高血压是怎样引起的	为什么会有高血压	1.0
如何预防孕期糖尿病	早期糖尿病可看好吗需要长期吃药	0.0
运动可以治好糖尿病吗	糖尿病下蹲运动的好处	1.0
艾滋病高血压怎么治疗	恐艾症怎么治疗	0.0
你好，糖尿病能喝酸奶么？	糖尿病患者能喝酸奶吗？	1.0
孕期吃甜食容易得糖尿病吗	喝可乐容易得糖尿病吗	1.0
怎么才能把血糖降下去，我已经6.4了	怎去治疗糖尿病的呢？	0.0
糖尿病能够申请慢性病国家政策补助吗	胰复康糖尿病治疗仪能治2型病吗	0.0
中药泡脚能治糖尿病吗	2型糖尿病人可以用中药泡脚吗？有什么中	1.0
怎样做糖耐量（OGTT）检查？	口服葡萄糖耐量实验开始前禁食多久	0.0
乳腺癌手术后一定要化疗吗	乳腺癌手术后不做化疗可以吗	1.0
一型糖尿病吃什么	糖尿病腹泻怎么办	0.0
一个糖尿病在四季睡眠应怎样调理	高血压糖尿病的管理干预	1.0
熬夜对糖尿病有影响吗	糖尿病人能长期上夜班吗	1.0
男性为什么会得乳腺癌	年轻人为什么会得乳腺癌	0.0
糖尿病多年，如今大小便失禁.该如何治疗	我的尿是甜的，我是糖尿病吗	0.0
肛交会传染艾滋病吗	口交会传染艾滋病吗肛交呢这二者都会产	0.0
问一下糖尿病能治愈吗？？	家人有糖尿病，一般遗传吗？	0.0
艾滋病高血压怎么治疗	艾滋病怎样治疗	0.0
乳腺癌晚期转移会出现什么症状呢	乳腺癌早期会出现什么症状	0.0
高血压和眼睛疼是什么关系，也有颈椎问题	高血压会造成手指变形吗？	0.0
刚出生的宝宝怎么打乙肝疫苗	打乙肝疫苗有效期多久	1.0
慢性乙肝治疗需要注意什么	乙肝性生活注意哪些	0.0
二型糖尿病可以像型糖尿病一样手术吗一	2型糖尿病可以用干细胞技术手术吗	1.0
乳腺癌手术后一定要化疗吗	乳腺癌手术后还需要化疗吗？	1.0
糖尿病有什么先兆	糖尿病的前兆是什么样的啊	1.0
糖尿病用中医方法怎么治疗	糖尿病眼底出血中医治疗方法	0.0
胰岛素的保存—飞机	坐飞机怎么带胰岛素？	1.0
乳腺癌会死吗	犯乳腺癌的人一定会死吗？	1.0
高血压引起阳痿如何治疗？	吃高血压药引起的阳痿如何治疗	1.0
这样能传播艾滋吗	艾滋病传播几率大吗	0.0
糖尿病人出汗是甜的吗	你好，可以向你询问糖尿病的问题吗？	0.0
荨麻疹接种乙肝疫苗可以吗	打乙肝疫苗注意事项有哪些	1.0
乳腺癌肿瘤标志物的特点	左乳肿瘤占位就是乳腺癌吗？	0.0
乳腺囊肿与乳腺癌是同一种病吗	乳腺囊肿会变成乳腺癌吗	0.0
糖尿病首发症状为频繁呕吐吗？频繁到什么	糖尿病导致的尿微量白蛋白超高怎么办	0.0
糖尿病人喝哪类奶粉好些	您好，问一下糖尿病患者可以服用中药治疗吗	0.0
糖尿病吃什么叫降血糖	糖尿病、肾病如何治疗	0.0
妊成期糖尿病怎么调理	有糖尿病的应该怎样护理	0.0
吃米容易的糖尿病吗	糖尿病导致末梢神经炎如何治疗	0.0
带安全套和朋友做爱性交会感染艾滋病吗	找朋友口交会传染艾滋病吗还有带套做爱会传染艾滋病吗	0.0
糖尿病可以吃富硒食品吗？	我有糖尿病是否能用富硒康	1.0
你好，我的亲属糖尿病，控制的不好，怎么办，谢谢	老年人糖尿病如何控制	1.0
艾滋病主要通过什么途径传播	关于艾滋病的传播途径	1.0
为什么我空腹胰岛素高但是胰岛素抗体正常	糖尿病肾病的早期症状怎么看?	0.0
乙肝小三阳，肝功能总胆红素偏高1，需要治疗吗	乙肝小三阳，平时比较乏力，胆红素偏高需要治疗吗	0.0
糖尿病人香蕉可以吃吗还有南瓜	糖尿病人草莓可以吃吗	1.0
乳腺癌脑部转移还能治愈吗	乳腺癌转移肾上腺了还能治愈吗	0.0
艾滋病是否属于医保	我的症状属不属于艾滋病	0.0
糖尿病患者可以喝无鸡汤吗	糖尿病人可以食虾蟹吗	1.0
乙肝病毒变异后会出现什么症状呢	如何检测乙肝病毒耐药变异	0.0
糖尿病人吃核桃的好处	我是否得了糖尿病？请医生帮帮我吧	0.0
1.2型糖尿病是什么	什么是ii型糖尿病	1.0
糖尿病怎么调理	糖尿病人手脚指头麻木该怎么办	0.0
糖尿病合并白内障是否可以手术？	我空腹血糖是6.31，是糖尿病吗？	0.0
挤乳头有液体溢出是不是乳腺癌	乳头上有白色的液体会不会得乳腺癌？	1.0
糖尿病肾病治疗效果明显吗?	木糖醇糖尿病可以吃吗	0.0
壬辰糖尿病对胎儿有是什么影响	妊成糖尿病对胎儿的危害	1.0
高血压需要长期服药吗？哪种药效果好？谢	高血压要长期吃药？	1.0
糖尿病手脚发麻怎么吃药	糖尿病人能不能输葡萄糖	0.0
糖尿病性生活传不传染	糖尿病会传染吗	1.0
三甲医院检查hiv准确吗	上海三甲医院前列腺b超会不会感染艾滋	0.0
乳腺增生和乳腺癌有关系吗	乳腺增生严重吗？乳腺增生与乳腺癌有什么	0.0
乳腺癌转移到肺部有什么症状	乳腺癌转移症状都有哪些表现?	0.0
糖尿病并发脑梗塞导致下肢瘫痪怎么治	脑梗塞病人会伴随着有糖尿病吗需要什么样的治疗措施	1.0
乳腺癌会死吗	乳腺癌，会死吗	1.0
高血压会有很大的危险吗	高血压的危害有哪些	1.0
怎样预防糖尿病遗传?	人工受孕可以避免糖尿病遗传吗	1.0
早期的糖尿病视网膜病变，可以用点什么药吗？	求助我妈妈的糖尿病该吃什么药?	0.0
乙肝患者为什么要查HBVDNA	乙肝三系检查HBVDNA低于检测限、	0.0
孕妇糖耐量偏高是糖尿病吗	糖尿病患者食谱	0.0
糖尿病肾病怎么调理	怎么治疗糖尿病肾病好	1.0
糖尿病人吃鸡蛋好吗	请问糖尿病人可以吃鸡蛋吗？血糖控制的还	1.0
糖尿病会导致腿抽筋吗	糖尿病性生活传不传染	0.0
有高血压，脂肪肝，慢性胃炎怎么办	本人有糖尿病，有高血压，有胃炎该什么调	1.0
高血压糖尿病脑血栓可以游泳吗	高血压能游泳吗	1.0
孕妇得了乙肝大三阳怎么办	得了乙肝大三阳怎么办呢我昨年检查	1.0
女，40岁，血糖检测6.5，算糖尿病吗	血糖617是糖尿病吗	1.0
孕妇患妊娠糖尿病有什么症状	妊娠期糖尿病40周不住院可以么	0.0
你好，请问胃转流手术真的能治糖尿病吗	糖尿病为什么会下身瘦	0.0
妊娠期糖尿病如何控制	妊娠糖尿病可以吃什么加餐	0.0
两个人都没有艾滋病性生活会得艾滋吗	和三个男人做过爱但是他们都没有艾滋那我会得艾滋吗	1.0
尿糖3个加号能是糖尿病吗？	尿糖2个加号是不是糖尿病	1.0
乳腺癌肝转移怎么治疗	乳腺癌转移到肝如何治疗	1.0
艾滋病引起的淋巴肿大吃消炎药管用吗	艾滋病初期淋巴结是否会全身淋巴肿大急	0.0
老年人由高血压导致脑血管破裂造成眼底动脉硬化该怎么办？	无高血压，眼底动脉硬化是怎样形成的？	1.0
I型糖尿病的遗传问题	我想问下糖尿病人能要孩子嘛	0.0
糖尿病人眼睛肿了怎么办	糖尿病的病人腿浮肿怎么办	1.0
急性乙肝恢复期，有可能转为小三阳吗	如果是怀孕期得的是急性乙肝恢复期的情况会怎样	0.0
和病毒携带着一起生活会被传染吗	乙肝病毒携带者一般的生活中会传染吗	1.0
乳腺癌脑转移症状有哪些	乳腺癌都会有哪些的症状呢？	0.0
艾滋病感染初期会出现什么症状	感染艾滋病后几周会出现初期症状会出现什么症状你可要帮帮我	1.0
乳腺癌晚期动了手术能活多久	乳腺癌最长能活多久？	0.0
如何诊断糖尿病肾病？	糖尿病肾病发展快吗	0.0
乳腺癌早期有可能有哪些症状	乳腺癌早期症状有哪些特征	1.0
为什么会得艾滋病	为什么网上说艾滋病多是男男肛交引起的，没病的两个人肛交会得艾滋病吗	0.0
糖尿病的最佳治疗方案是啥	糖尿病初期的最佳疗法	1.0
乙肝核心抗体阳性怎么回事	乙肝核心抗体（HbCAb阳性什么意思	1.0
胰岛素有哪些常见副作用？	2型糖尿病常见口服药有哪些	0.0
人人都需要打乙肝疫苗吗	黄疸不退可以打乙肝疫苗吗	1.0
乳腺癌转移扩散还能活多久	得了乳腺癌的人还能活多久	0.0
垂体瘤会导致乳腺癌吗	易怒也会导致乳腺癌吗？	0.0
有糖尿病尿检查酮体两个加号怎么办	糖尿病酮体超标怎样降	1.0
有艾滋病可以做爱吗	做爱感染艾滋的机率有多大啊我和一个女的做爱	0.0
糖尿病患者能减肥吗?怎	有糖尿病怎样减肥	1.0
性接触是如何感染艾滋病毒的	尿道炎会是接触艾滋病毒感染的吗	0.0
诺和锐30笔芯餐后血糖高，空腹血糖正常怎么调整剂量	胰岛素注射液能否混着打呢	1.0
有糖尿病和肺结核要怎么治疗？	妊宸糖尿病痔疮怎么办	0.0
高血压怎么治疗？？	高血压有什么好办法吗	1.0
糖尿病肾病三期能活多久	糖尿病肾病能活多久，二型糖尿病肾病怎么	1.0
乙肝表面抗原是其他是什么意思有病	下乙肝表面抗原是怎么回是，是	1.0
高血压的饮食禁忌	吃这种左旋肉碱对高血压有什么影响	0.0
糖尿病人那些能吃哪些不能吃	妊娠糖尿病筛查怎么做	0.0
接吻会传播乙肝吗乙肝的主要传播途径是什么	乙肝大三阳都有哪些传播途径	1.0
我空腹血糖，6.6算是糖尿病吗？	糖尿病在什么情况下使用胰岛素？	0.0
如何防治艾滋病	如何防治艾滋病	1.0
乳腺癌转移淋巴结该如何治疗	乳腺癌13个淋巴结9个已转移怎么治疗	1.0
请问糖尿病2型能吃南瓜吗？	妊娠期糖尿病是怎么引起的	0.0
高血压吃什么药好啊	高血压压差大如何用药	1.0
乳腺癌脑部转移还能治愈吗	乳腺癌转移到大脑了能治愈吗	1.0
请问母义明教授：二型糖尿病能否痊愈？或吃什么中药好？	中医能治糖尿病嘛	0.0
乳腺增生和乳腺癌有关系吗	乳腺炎乳腺增生及乳腺癌之间有什么关系	1.0
尿糖一个加号是否糖尿病	尿糖高就是糖尿病吗？	1.0
有艾滋病可以做爱吗	和有艾滋病的女人做爱被传染的几率有多高	0.0
我真的有贫血吗我这个贫血是由高血压引起的吗我该怎么治疗才好	严重贫血，又有高血压怎么办？	1.0
糖尿病皮肤病是怎么回事啊	糖尿病会引起皮肤病吗	1.0
适合糖尿病的运动疗法有哪些	糖尿病患者怎样运动	0.0
吃什么中药可以治疗糖尿病	你好一型糖尿病真的可以用中药调理治愈吗？	1.0
糖尿病性神经病怎样治疗？	糖尿病神经病变要怎样医治？	1.0
预防乙肝大三阳怎样的	乙肝预防针如何打	0.0
糖尿病补血食疗法	请问大夫。有糖尿病的人吃什么补血能好一些。	1.0
高血压糖尿病喝啥茶比较好	高血压喝茶好么喝什么茶？	1.0
高血压和糖尿病人喝洋葱渣汁可以吗?洋葱	糖尿病可以吃胡萝卜吗	1.0
我近来吃二甲双胍血糖还是高降不下来怎么办	注射诺和龙量已达56单位？日，血糖仍在15左右。	1.0
艾滋病容易得吗	都说艾滋病病人容易受伤是怎么个容易法容易到什么成度	0.0
怎样办理糖尿病慢性病国家政策补助	尿糖高就是糖尿病吗？	0.0
一般血常规检查，能检得出是乙肝病毒携带者吗	新生儿感染乙肝病毒怎么办	0.0
口交感染hiv的可能性有多大	口交能感染hiv吗	0.0
糖尿病总是低血糖怎么回事	糖尿病引起低血压是否是低钠血症	0.0
查血常规有查糖尿病项目吗？？低血糖症状	糖尿病血糖最高多少	0.0
糖尿病病人长期吃药好吗	糖尿病酮体+2是怎么回事	0.0
口jiao会感染艾滋病吗	被动口交会感染艾滋吗	1.0
高血压能吃什么呢？饮食有哪些禁忌？	高血压、高血脂、房颤，能不能做胆结石手术	0.0
糖尿病大血管病变一般去看哪个科？	糖尿病可以吃抗生素吗	0.0
伤口与艾滋病患者接触会传染吗	伤口没有艾滋病毒会传染吗	0.0
检查糖尿病需要抽十多管血吗？	中医能查糖尿病吗	0.0
老年糖尿病人下唇线突然发黑怎么回事	2型糖尿病史什么症状	0.0
小孩子有艾滋病能活多久	艾滋病毒可以活多久	0.0
糖尿病要怎么治疗？	糖尿病怎么根治呢？	0.0
什么是艾滋病的潜伏期	艾滋病的早期症状是什么样潜伏	0.0
血糖9.8，尿糖3+，可以确诊是糖尿病吗	血糖高和尿糖高就是糖尿病吗	1.0
尖锐湿疣会引发艾滋病吗	hpv就是尖锐湿疣吗，是艾滋病吗	0.0
我老公34岁，17岁体检查出高血压，大便次数多爱出汗经常乏力耳鸣。请问是什么原因呢谢谢	庞医生好：我是一名高血压病人，最近老是耳鸣，是怎么回事？	0.0
糖尿病人多喝水好还是少喝水好？	糖尿病人能否喝酸奶，若能能喝多少	0.0
请问糖尿病吃什么钙片好？	干细胞移植糖尿病是否能够根治病	0.0
请问：糖尿病的眼睛疼痛怎么办？	糖尿病下肢疼痛难忍咋办	1.0
乳腺癌早期怎么办	乳腺癌的早期怎么治疗？	1.0
检查乙肝五项，需要空腹吗	抽血检验乙肝需要空腹吗检验其他传染病	0.0
表面抗体和核心抗体阳性是乙肝吗	乙肝核心抗体阳性，是乙肝吗	1.0
如果口腔有溃疡艾滋病会通过接吻传染吗	如果男方有艾滋病，女方给他亲吻阳具会被传染吗	0.0
糖尿病喝什么牛奶好	糖尿病可以喝酸奶吗	1.0
治疗乙肝携带者吃什么中药好	我是乙肝病毒携带者。吃什么药最好	0.0
76岁老人患糖尿病又患白内障，请问能作白内障的手术吗	糖尿病患者患白内障是否可以做手术	1.0
阴道炎复发和糖尿病有直接关系吗？	轻微糖尿病会有并发症吗	0.0
与乙肝患者没有安全措施的性生活会被传染吗	乙肝会通过性传播吗	1.0
原发性高血压和继发性高血压有啥分别	原发性高血压和继发性高血压，两者的区别	1.0
用去狐臭的外用药会导致乳腺癌吗	有乳腺疾病会导致乳腺癌吗？	0.0
男男同性恋性行为会感染艾滋病吗	男同性恋的什么行为会染上艾滋病	1.0
有胆结石，高血压可以喝牛奶吗？	高血压是否可长期用一种药	0.0
患者性别：患者年龄：发病时间：主要表现：医生诊断及化验结果：高血压能和红酒和黄酒吗请回答	高血压可以喝红酒吗可以喝多吗	1.0
糖尿病人喝啥最好、喝咖啡好吗	怎样是一型二型糖尿病	0.0
高血压患者能吃咋壮阳药吗	高血压患者可以吃吗？	0.0
想查乙肝五项，需要空腹查吗刚打完疫苗	查乙肝病毒定量和肝功能需要空腹吗在镇	0.0
糖尿病腿感到麻木疼痛该怎么办	糖尿病人身上又疼又痒怎么办	1.0
糖尿病和尿毒症有什么区别	糖尿病并发症是什么症状啊	0.0
口交感染艾滋病的几率是多少	口交得艾滋病的几率有多大	1.0
新生儿打乙肝球蛋白一针后，最快什么时候产生抗体	新生儿打乙肝疫苗，多久产生抗体半	1.0
请问一级高血压危险吗	得了高血压能根治吗？	0.0
怎样才提高血压	高血压舒张压110吃什么药合适？	0.0
艾滋病会传染吗	跟艾滋病人性交一定会传染吗跟艾滋病人性交一定会传染吗	0.0
糖尿病足溃烂怎么治疗	外阴溃疡合并糖尿病怎么治疗？	0.0
高龄乙肝妇女怀孕有没有生命危险	乙肝处于潜伏期会传染吗	0.0
患有糖尿病，尿蛋白高是有肾病吗？	尿蛋白3个加号是糖尿病肾病并发症吗	1.0
血糖控制达标的糖尿病人突然感冒血糖7，0请问不需要吃药吧	请问糖尿病血糖15点几，应该怎么办？	1.0
胸部疼会得乳腺癌吗	胸部长了个花生大的硬粒久了会变成乳腺癌吗	0.0
突发性发烧肚泻头痛与乙肝有关吗	乙肝发病期间会发烧吗	1.0
乳腺癌骨转移疼痛怎么办	乳腺癌骨转移该怎样治疗？	0.0
有糖尿病高血压的人可以服用铁皮石斛吗	高血压头痛怎么缓解	0.0
糖尿病尿毒症高血压吃什么食物	妊娠糖尿病胎儿的危害	0.0
糖尿病并发症眼睛看不清吃什么好	糖尿病人吃什么可以保护眼睛预防眼睛并发	1.0
糖尿病人腿困能吃钙片吗	血糖不稳定时高时低怎么办糖尿病人	0.0
高血压，糖尿病，肾病患者可以吃栗子、核桃、草莓、猕猴桃吗？	胆固醇高可以吃醋泡花生吗高血压胆囊炎	1.0
艾滋病会传染吗	会不会被传染艾滋病	1.0
高血压患者能否做心脏搭桥手术室	请问是否可以做心脏搭桥手术	1.0
艾滋病会不会通过蚊子传播	叮咬过艾滋病人的蚊子是否会传	1.0
夏天如何预防高血压	如何防治高血压糖尿病	1.0
艾滋病人的血液干涸了还会传染吗	这种血液间接会传染艾滋病吗	0.0
高血压患者最近偶有手麻舌尖麻，怎么回事？	高血压患者是否可以补钙	0.0
糖尿病血糖不稳定怎么办	高血压糖尿病吃什么降压药效果好？	0.0
儿童餐前血糖6.8餐后6.9是不是糖尿病	糖尿病人酮体高时怎么回事啊	0.0
请问糖尿病人是否可以吃榴莲？	猕猴桃糖尿病能吃啊，能吃什么水果啊	1.0
乳房疼痛是乳腺癌吗	乳房疼痛是不是乳腺癌的前兆？	0.0
咨询长期心脏室性早搏会引起高血压吗	请问高血压会引发心脏早搏吗？	1.0
糖尿病早期有望逆转吗	妊娠糖尿病什么症状	0.0
1型糖尿病遗传吗	四十岁的糖尿病妇女可以再生小孩吗	0.0
乙肝核心抗体定量0005呈阳性是什么意思正常吗	乙肝核心抗体阳性是什么意	1.0
这样会被传染艾滋病么	这样会感染艾滋病么	1.0
乳腺癌晚期骨转移严重吗	乳腺癌骨转移怎么确诊？	0.0
我母亲是糖尿病伴发精神障碍吗？？/	糖尿病患者为什么会发生心理障碍?	1.0
高血压可以开车吗	22岁遗传性高血压低压110高压150开车有时都看不清楚事物请问服用什么药可以控制	1.0
糖尿病患者在家应如何调养？	2型糖尿病的护理问题和护理措施有那些？	1.0
你好我想问糖尿病两个加号怎么治疗	455医院治疗糖尿病吧	0.0
艾滋病传播几率	艾滋病传播的几率	1.0
即食燕麦片糖尿病人能吃吗?	一型糖尿病生小孩有没有影响	0.0
糖尿病胰岛素价格？	诺和平注射液价格？	1.0
乳腺癌一定要切除乳房么	乳腺癌患者只能是切除乳房吗	1.0
打完乙肝疫苗可以怀孕吗	打完乙肝疫苗以后能吃感冒药吗	1.0
怎样才能有效阻止乙肝母婴传播	很紧啊大三阳可以注射甲肝疫苗吗谢谢	0.0
糖尿病人吃什么主食好	糖尿病患者应吃的食物	0.0
糖尿病，怎么打胰岛素，打多少单位的胰岛素	请问常医生我爸的糖尿病肾病怎么治？谢谢。	0.0
乳腺癌脑转移先放疗还是先化疗	乳腺癌术后3个化疗可以做放疗吗	0.0
二型糖尿病能吃伟哥吗	二型糖尿病吃什么粥好	0.0
你好高血压会小腿至脚背浮肿吗	高血压会不会有脸部水肿	1.0
高血压可以吃鸡肉吗	高血压可以吃虾子吗？	1.0
有高血压要输什么液吗	你好请问高血压病人应该输什么液	1.0
如何在飞机上保存胰岛素	请问糖尿病可以做试管婴儿吗	0.0
糖尿病人如何降尿糖？	糖尿病人可以吸烟熬夜吗	0.0
高血压会导致眼睛看不见吗？我奶奶一直都有高血压，前2个月她的眼睛看不见，是因为高血压吗？	高血压引发的失明能康复吗？	0.0
乙肝小三阳，可以打乙肝疫苗吗谢谢	接种过期乙肝疫苗的后果	0.0
糖尿病并发症出现持续发烧是什么原因	糖尿病人持续发烧的原因是什么	1.0
